"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"December 1, 1955 (Page 13 of 24)","","","(Page 13 of 24)","Historical Newspapers","","","","1955-12-01","Dec 1, 1955","13","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2711896923?accountid=10792&bdid=57410&_bd=Yy43lZZanmhhQptA1ATWZge%2BvQg%3D",""
"London letter","All passion spent ?","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-29","Jul 29, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184858141?accountid=10792&bdid=57410&_bd=Jg5vNAgQo%2F7TKbwiWzIxTkZqyk4%3D",""
"TV CHOICE","","","The Guardian (1959-2003)","Historical Newspapers","","","","1994-01-15","Jan 15, 1994","D16","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187500688?accountid=10792&bdid=57410&_bd=87NkAkmGXg3%2BaI%2FE2wDAEIb0pxU%3D",""
"Where Liberal tradition becomes a reality","","Our own Reporter","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-24","Jun 24, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184912782?accountid=10792&bdid=57410&_bd=Oa1ltjifxxy9EIWLR%2Bo0coDVzuc%3D",""
"August 7, 2003 (Page 37 of 164)","","","(Page 37 of 164)","Historical Newspapers","","","","2003-08-07","Aug 7, 2003","37","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713714726?accountid=10792&bdid=57410&_bd=fKnkbgepLQ0PvlbcjLuzh60KWkY%3D",""
"Security check in tapes case","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1980-12-19","Dec 19, 1980","22","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186254245?accountid=10792&bdid=57410&_bd=7OoFyDc%2BMPpCU0GMrMjTG6NHCgs%3D",""
"May 22, 1967 (Page 3 of 32)","","","(Page 3 of 32)","Historical Newspapers","","","","1967-05-22","May 22, 1967","3","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712423567?accountid=10792&bdid=57410&_bd=iDMINBMDL1rKHOZTq9bYQa3QCLg%3D",""
"Mr Wilson criticises Premier","","NORMAN SHRAPNEL our Parliamentary Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-22","Jun 22, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184954530?accountid=10792&bdid=57410&_bd=IKy9TvdatsS9CLzlV%2FpkhO359GY%3D",""
"Underwear and under stress","","","The Observer (1901- 2003)","Historical Newspapers","","","","1983-09-25","Sep 25, 1983","16","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476857883?accountid=10792&bdid=57410&_bd=6AVfWx9wjpAl%2BlOd2DwIdf2a25Y%3D",""
"December 30, 1986 (Page 10 of 36)","","","(Page 10 of 36)","Historical Newspapers","","","","1986-12-30","Dec 30, 1986","10","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2709921491?accountid=10792&bdid=57410&_bd=OYbSG9m4x6%2B0MIpwOiflvZkOOLM%3D",""
"Mr Brown found US worried about security","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-17","Jun 17, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184891395?accountid=10792&bdid=57410&_bd=Q98J9e3bM1asKlASCqMDrq%2BXBT8%3D",""
"November 15, 2004 (Page 12 of 96)","","","(Page 12 of 96)","Historical Newspapers","","","","2004-11-15","Nov 15, 2004","12","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713714159?accountid=10792&bdid=57410&_bd=L7B9exDXeJq%2BGAHkTEg4OGKlN38%3D",""
"October 8, 1963 (Page 20 of 32)","","","(Page 20 of 32)","Historical Newspapers","","","","1963-10-08","Oct 8, 1963","20","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712274080?accountid=10792&bdid=57410&_bd=8S6y2gbHp36uqDhSK7lgrF23JTU%3D",""
"HEATH'S TEAM","Twenty-four hours after accepting the Queen's offer to form a new Administration, the Prime Minister yesterday announce his Ministers. Here are some notes on his chosen team","","The Observer (1901- 2003)","Historical Newspapers","","","","1970-06-21","Jun 21, 1970","2","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475957235?accountid=10792&bdid=57410&_bd=Dj2f4RgNsE1U9pG4Y32fK6iJq4Q%3D",""
"Smallweed","","","The Guardian (1959-2003)","Historical Newspapers","","","","1994-01-15","Jan 15, 1994","20","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187500159?accountid=10792&bdid=57410&_bd=QgQst9sxUw5CeZgVtA8r7x51%2B5w%3D",""
"April 21, 1977 (Page 44 of 44)","","","(Page 44 of 44)","Historical Newspapers","","","","1977-04-21","Apr 21, 1977","44","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712793962?accountid=10792&bdid=57410&_bd=z0HAFqxdwAWVTpTz8avx0VfoMnI%3D",""
"Watching Brief","","","The Guardian (1959-2003)","Historical Newspapers","","","","1994-01-11","Jan 11, 1994","A24","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187543088?accountid=10792&bdid=57410&_bd=oynZY7%2B7oEoKhxelZkhxQB%2BXn34%3D",""
"TELEVISION AND RADIO","Watching Brief","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-03-01","Mar 1, 1989","48","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186928933?accountid=10792&bdid=57410&_bd=byzI%2FRaBVHpdRujzlY9rEkEirFA%3D",""
"POLITICAL DIARY Truth About Tory Party 'Revolts'","","","The Observer (1901- 2003)","Historical Newspapers","","","","1952-04-13","Apr 13, 1952","3","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475201932?accountid=10792&bdid=57410&_bd=ybaiDKHorgygu6wwz9tsZzo291s%3D",""
"Solitary and argumentative, he joined Labour when others were leaving","","","The Guardian (1959-2003)","Historical Newspapers","","","","1984-04-28","Apr 28, 1984","17","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186425633?accountid=10792&bdid=57410&_bd=02Wau9x2yH%2BDnmL05hbwEp9CTv0%3D",""
"THAT WAS THE SHOW THAT WAS","","","The Observer (1901- 2003)","Historical Newspapers","","","","1983-01-16","Jan 16, 1983","41","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476807899?accountid=10792&bdid=57410&_bd=cpd84lkFSrRqyq2%2BDUPIJBMFi04%3D",""
"OBJECTION TO GERMAN NUCLEAR WEAPONS","Labour reaffirms policy","Francis Boyd Our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1959-12-16","Dec 16, 1959","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184755959?accountid=10792&bdid=57410&_bd=M1glKLVk%2BF0mdyOG%2FFKsCtxdGek%3D",""
"June 20, 1963 (Page 28 of 28)","","","(Page 28 of 28)","Historical Newspapers","","","","1963-06-20","Jun 20, 1963","28","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712299271?accountid=10792&bdid=57410&_bd=UEfKE8GR%2FnYpE47R%2FqI%2BpV%2FetIA%3D",""
"December 18, 1961 (Page 7 of 20)","","","(Page 7 of 20)","Historical Newspapers","","","","1961-12-18","Dec 18, 1961","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712320588?accountid=10792&bdid=57410&_bd=saEckIU4znGVGizIp5T2R1HyBJw%3D",""
"November 28, 1956 (Page 2 of 20)","","","(Page 2 of 20)","Historical Newspapers","","","","1956-11-28","Nov 28, 1956","2","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712315680?accountid=10792&bdid=57410&_bd=%2FFEdSjy5ZsksrLUtC%2FKhImt%2B2KU%3D",""
"April 18, 1989 (Page 37 of 56)","","","(Page 37 of 56)","Historical Newspapers","","","","1989-04-18","Apr 18, 1989","37","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712993524?accountid=10792&bdid=57410&_bd=gdyaKBnIqB5uW99qAg6EISHahf4%3D",""
"May 12, 1955 (Page 9 of 24)","","","(Page 9 of 24)","Historical Newspapers","","","","1955-05-12","May 12, 1955","9","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2711920612?accountid=10792&bdid=57410&_bd=ONftG%2FUHKPzJZ%2BClFD8%2Fq6gxpUw%3D",""
"FORTY KILLED IN CAMEROUN","Bloody prologue to celebration of independence DELEGATES ARRIVE","OUR OWN CORRESPONDENT","The Guardian (1959-2003)","Historical Newspapers","","","","1960-01-01","Jan 1, 1960","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184721660?accountid=10792&bdid=57410&_bd=3SAftqix1DrGKh3XgTbQnjmfOnk%3D",""
"Demon Ears","","","The Observer (1901- 2003)","Historical Newspapers","","","","1998-07-19","Jul 19, 1998","22","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478002696?accountid=10792&bdid=57410&_bd=wPZb%2FxSc2eBfSPYiPu9j6DIisHE%3D",""
"If 'this girl is telling truth I am guilty'","Police and witnesses 'lying'","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-27","Jul 27, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184922122?accountid=10792&bdid=57410&_bd=ca4F%2FLQzn1pKmtQAXlJQB%2F9veEo%3D",""
"September 19, 1963 (Page 7 of 32)","","","(Page 7 of 32)","Historical Newspapers","","","","1963-09-19","Sep 19, 1963","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712218253?accountid=10792&bdid=57410&_bd=j0igXTG8nvySwu0KqmgqW82yWf0%3D",""
"Pick of the day","Films","","The Guardian (1959-2003)","Historical Newspapers","","","","2001-08-08","Aug 8, 2001","A17","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188788581?accountid=10792&bdid=57410&_bd=1lfgynQTYAbXUuferywgE3vkyGc%3D",""
"April 13, 2012 (Page 39)","","","(Page 39)","Historical Newspapers","","","","2012-04-13","Apr 13, 2012","39","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745011964?accountid=10792&bdid=57410&_bd=kSF%2FWqKn6iw2Fnm7VWeGKvSHeiQ%3D",""
"HIGH PEAK ELECTION","PREPARING FOR A BUSY WEEK THE BUDGET ISSUE THE BUDGET AS THE ISSUE LIBERAL PROSPECTS THE CATHOLIC VOTE","","The Manchester Guardian (1901-1959)","Historical Newspapers","","","","1909-07-12","Jul 12, 1909","7","","","","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/474906278?accountid=10792&bdid=57410&_bd=IhYAFxH%2FVEDAmOTZZWWsjtBphac%3D",""
"April 4, 1989 (Page 35 of 52)","","","(Page 35 of 52)","Historical Newspapers","","","","1989-04-04","Apr 4, 1989","35","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712946950?accountid=10792&bdid=57410&_bd=5G4YWbZNiTks0l0NcAvaoFvzEaY%3D",""
"June 8, 1989 (Page 40 of 64)","","","(Page 40 of 64)","Historical Newspapers","","","","1989-06-08","Jun 8, 1989","40","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712952818?accountid=10792&bdid=57410&_bd=bpLHBx6xGScwi6skms3TZpUs8Pk%3D",""
"June 10, 1999 (Page 15 of 88)","","","(Page 15 of 88)","Historical Newspapers","","","","1999-06-10","Jun 10, 1999","15","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713301534?accountid=10792&bdid=57410&_bd=3lT%2BAsiEIjCz2szKBtPQtecMwcI%3D",""
"A benchmark of British justice","","Sedley, Stephen","The Guardian (1959-2003)","Historical Newspapers","","","","1999-03-06","Mar 6, 1999","19","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188288129?accountid=10792&bdid=57410&_bd=zb0R%2BOOtWuDhB9CMZdpIoEzhU2M%3D",""
"February 4, 1992 (Page 22 of 56)","","","(Page 22 of 56)","Historical Newspapers","","","","1992-02-04","Feb 4, 1992","22","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712965206?accountid=10792&bdid=57410&_bd=a2jal9LCxvyTO6ozT6TrCTI73hY%3D",""
"July 26, 2012 (Page 53)","","","(Page 53)","Historical Newspapers","","","","2012-07-26","Jul 26, 2012","53","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744974228?accountid=10792&bdid=57410&_bd=xUO5%2BBoeywcuf1FAaKwieayUhaA%3D",""
"November 2, 2021 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2021-11-02","Nov 2, 2021","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2739117815?accountid=10792&bdid=57410&_bd=aEyc81NnctfHM4HLuC3Ey6w9wDI%3D",""
"July 2, 1963 (Page 24 of 24)","","","(Page 24 of 24)","Historical Newspapers","","","","1963-07-02","Jul 2, 1963","24","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712272757?accountid=10792&bdid=57410&_bd=ZRNtjZeKDx%2BOiM8uYEc3AsOMacY%3D",""
"May 27, 1977 (Page 7 of 47)","","","(Page 7 of 47)","Historical Newspapers","","","","1977-05-27","May 27, 1977","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712715689?accountid=10792&bdid=57410&_bd=Skg3%2BYZeVmiMWo8Rkiso2n6CdyQ%3D",""
"May 15, 1959 (Page 9 of 20)","","","(Page 9 of 20)","Historical Newspapers","","","","1959-05-15","May 15, 1959","9","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712308204?accountid=10792&bdid=57410&_bd=FPmKrtq%2FJjRCeQUnZMs%2BlGvtfoM%3D",""
"July 22, 1963 (Page 6 of 20)","","","(Page 6 of 20)","Historical Newspapers","","","","1963-07-22","Jul 22, 1963","6","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712221251?accountid=10792&bdid=57410&_bd=I2q%2BghksDkgUF5RLWEnQOoP1mN8%3D",""
"November 7, 1966 (Page 24 of 24)","","","(Page 24 of 24)","Historical Newspapers","","","","1966-11-07","Nov 7, 1966","24","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712465769?accountid=10792&bdid=57410&_bd=4vGjbZZ7pNdhMsIypFyDyu6q%2FIA%3D",""
"February 23, 1960 (Page 8 of 24)","","","(Page 8 of 24)","Historical Newspapers","","","","1960-02-23","Feb 23, 1960","8","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712299447?accountid=10792&bdid=57410&_bd=M8RihqZJLwK8WspFhtuWTbkppZk%3D",""
"February 24, 2006 (Page 13)","","","(Page 13)","Historical Newspapers","","","","2006-02-24","Feb 24, 2006","13","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2739123794?accountid=10792&bdid=57410&_bd=EowYOJayrdvxUeT0i%2FEfPcPDQYI%3D",""
"THE HONOURS","One viscount, two barons and two life peers","","The Guardian (1959-2003)","Historical Newspapers","","","","1960-01-01","Jan 1, 1960","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184627817?accountid=10792&bdid=57410&_bd=U4nxF8vbLgAOpH20EEl4T8VDX8s%3D",""
"Sex and the unemployed spy","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1995-05-27","May 27, 1995","23","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187656457?accountid=10792&bdid=57410&_bd=z2EBsNVToHEvkm4t9mgw16iJdJQ%3D",""
"May 10, 1960 (Page 6 of 32)","","","(Page 6 of 32)","Historical Newspapers","","","","1960-05-10","May 10, 1960","6","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712206185?accountid=10792&bdid=57410&_bd=IaqnF2I7atbNYVjdsXmzvGpk2MM%3D",""
"Change sought on libel","","Our own Reporter","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-05","Sep 5, 1963","5","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184862397?accountid=10792&bdid=57410&_bd=Q6ZiRuiVTIITT%2FnNCAYkXOoAUJ0%3D",""
"December 28, 2006 (Page 12)","","","(Page 12)","Historical Newspapers","","","","2006-12-28","Dec 28, 2006","12","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2739135011?accountid=10792&bdid=57410&_bd=IQF9VNqneM%2B1vXookPwTNUvn%2Fgs%3D",""
"Not bullies but sillies","","Watkins, Alan","The Observer (1901- 2003)","Historical Newspapers","","","","1988-05-08","May 8, 1988","11","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477166453?accountid=10792&bdid=57410&_bd=uqkOTdPBm72XqdYwHEF7GYnZSQ8%3D",""
"Lord Normanbrook","","","The Guardian (1959-2003)","Historical Newspapers","","","","1967-06-16","Jun 16, 1967","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185135746?accountid=10792&bdid=57410&_bd=DoaH32c%2BQgT6jKwf1ItYq3GYHOU%3D",""
"July 20, 1909 (Page 1 of 20)","","","(Page 1 of 20)","Historical Newspapers","","","","1909-07-20","Jul 20, 1909","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2721562001?accountid=10792&bdid=57410&_bd=m8D420DZuzt6A9MIOh%2FfnrzJslE%3D",""
"Watching Brief","","Saithies, Sandy","The Guardian (1959-2003)","Historical Newspapers","","","","1989-02-07","Feb 7, 1989","40","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187062267?accountid=10792&bdid=57410&_bd=iHidd8wd1sXjJmcxpKGV01EGzAc%3D",""
"ARTS AND ENTERTAINMENT GUIDE","","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-03-03","Mar 3, 1989","33","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186898130?accountid=10792&bdid=57410&_bd=G7kXKmsjnCELrw6TSJ3qO1nLNx4%3D",""
"'Subversive' net widens","","Lustig, Robin","The Observer (1901- 2003)","Historical Newspapers","","","","1978-05-28","May 28, 1978","2","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476431943?accountid=10792&bdid=57410&_bd=p1R7Wa7ib1mbpHa1e68jT6iD57Y%3D",""
"Political innocents who waste their fire on the lobby","","Aitken, Ian","The Guardian (1959-2003)","Historical Newspapers","","","","1984-06-15","Jun 15, 1984","17","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186461850?accountid=10792&bdid=57410&_bd=MbLWW0A%2Bv06Sy52u53CE1GcrSnQ%3D",""
"June 28, 1963 (Page 18 of 32)","","","(Page 18 of 32)","Historical Newspapers","","","","1963-06-28","Jun 28, 1963","18","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712311328?accountid=10792&bdid=57410&_bd=bxHIdbqIxuFU5zpKqwj9IPQYDA8%3D",""
"December 18, 1980 (Page 19 of 39)","","","(Page 19 of 39)","Historical Newspapers","","","","1980-12-18","Dec 18, 1980","19","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2723415226?accountid=10792&bdid=57410&_bd=hlRNac17s%2FWLLeyNufYlC74FmUY%3D",""
"March 26, 1986 (Page 23 of 48)","","","(Page 23 of 48)","Historical Newspapers","","","","1986-03-26","Mar 26, 1986","23","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2723064869?accountid=10792&bdid=57410&_bd=8BswU1BeSYk9ukRPW0zn8q0tY6E%3D",""
"Saturday Television","","Smithies, Sandy","The Guardian (1959-2003)","Historical Newspapers","","","","1992-02-15","Feb 15, 1992","XIII","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187277823?accountid=10792&bdid=57410&_bd=LxvmiMmFlELb0IZsXc30hvTua1M%3D",""
"March 21, 1942 (Page 2 of 8)","","","(Page 2 of 8)","Historical Newspapers","","","","1942-03-21","Mar 21, 1942","2","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2711804843?accountid=10792&bdid=57410&_bd=TGS%2BaThAbf3y4%2BK4Qo1X%2F4nJ%2Bic%3D",""
"Article 2 -- No Title","","Ezard, John; Pallister, David; Gilloan, Audrey; Dodd, Vikram","The Guardian (1959-2003)","Historical Newspapers","","","","1998-12-31","Dec 31, 1998","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188174565?accountid=10792&bdid=57410&_bd=nz0%2Fu9s83sgvqNqf5HuVF75XRco%3D",""
"Trials of doll named 'Christine'","","Our Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-28","Sep 28, 1963","7","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185028025?accountid=10792&bdid=57410&_bd=FChgMcfIAB2w7O4brqpqpoWQcUw%3D",""
"Picking the lock of Britain's security","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1988-04-06","Apr 6, 1988","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186906548?accountid=10792&bdid=57410&_bd=QenwsO8%2Fcxr5XpDbgF6JBTRU%2F8Y%3D",""
"November 29, 1974 (Page 19 of 48)","","","(Page 19 of 48)","Historical Newspapers","","","","1974-11-29","Nov 29, 1974","19","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712462472?accountid=10792&bdid=57410&_bd=li5ewZW99MXjxU%2BeR88igfy66Q0%3D",""
"The grey area of indefinite legal checks","","","The Guardian (1959-2003)","Historical Newspapers","","","","1984-04-18","Apr 18, 1984","6","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186448269?accountid=10792&bdid=57410&_bd=%2BiK2zBGN01rtd13RxsyOyM0OBRA%3D",""
"October 2, 1963 (Page 16 of 32)","","","(Page 16 of 32)","Historical Newspapers","","","","1963-10-02","Oct 2, 1963","16","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712219707?accountid=10792&bdid=57410&_bd=%2Fs%2FAr9GXG56l1u3iLO0YRxBFCMQ%3D",""
"Round the gasworks","RADIO","Ferris, Paul","The Observer (1901- 2003)","Historical Newspapers","","","","1972-04-09","Apr 9, 1972","29","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476071916?accountid=10792&bdid=57410&_bd=XEk1UyB18ntze7Q7DPQN6NF4%2B7w%3D",""
"Radio 1","","","The Guardian (1959-2003)","Historical Newspapers","","","","2003-06-02","Jun 2, 2003","B20","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/189133319?accountid=10792&bdid=57410&_bd=AQZiGtkl3cK7ws962LSskZxVN2U%3D",""
"Fatal bowl of jelly","","","The Guardian (1959-2003)","Historical Newspapers","","","","1983-03-22","Mar 22, 1983","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186414771?accountid=10792&bdid=57410&_bd=NqWHr6FyDaB0aNAZZ%2BtRnLI9wZs%3D",""
"Stonehouse ready to resign as MP, solicitor says","","KNEWSTUB, NIKKI","The Guardian (1959-2003)","Historical Newspapers","","","","1976-08-11","Aug 11, 1976","20","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185980662?accountid=10792&bdid=57410&_bd=bmGieC7QyDu3f9pV25SNQqqvxBU%3D",""
"Fifa set to stamp out dissent","Governing body to sanction 10-yard punishment in the Premiership next season","Thorpe, Martin","The Guardian (1959-2003)","Historical Newspapers","","","","2000-02-19","Feb 19, 2000","A2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188518887?accountid=10792&bdid=57410&_bd=35S9NyR1a4jSXnoiPtc0XMwhIoo%3D",""
"July 9, 1963 (Page 1 of 24)","","","(Page 1 of 24)","Historical Newspapers","","","","1963-07-09","Jul 9, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712310907?accountid=10792&bdid=57410&_bd=qhx5UA41AZHKvrkJL%2BOXPd87BWc%3D",""
"Judgment 'not in accord with law'","MP''s motion on Gordon appeal","OUR PARLIAMENTARY STAFF","The Guardian (1959-2003)","Historical Newspapers","","","","1963-08-13","Aug 13, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184899905?accountid=10792&bdid=57410&_bd=qbbUipjaV2F7q%2Bupgljk5LH6j4o%3D",""
"Other 27 -- No Title","","","The Observer (1901- 2003)","Historical Newspapers","","","","1997-08-31","Aug 31, 1997","117","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477913446?accountid=10792&bdid=57410&_bd=QxdDlnvpSf1G31EOD79s%2Fm%2FC9Uc%3D",""
"""NOT A FAIR TRIAL.""","JURY AND THE CASH REGISTER CASE","","The Observer (1901- 2003)","Historical Newspapers","","","","1910-12-11","Dec 11, 1910","15","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/480474025?accountid=10792&bdid=57410&_bd=adU0eVgSDr51SkGdG4UbPuP10BA%3D",""
"POLLS APART","","","The Observer (1901- 2003)","Historical Newspapers","","","","1964-08-16","Aug 16, 1964","28","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475700334?accountid=10792&bdid=57410&_bd=HQw%2BGm7Guk2uABEkUjGy8%2FkB6bs%3D",""
